GQ Electronics LLC, GMC Data Viewer,Version 2.71
Date Time,Type,uSv/h,CPM,#1(CPS),#2(CPS),#3(CPS),#4(CPS),#5(CPS),#6(CPS),#7(CPS),#8(CPS),#9(CPS),#10(CPS),#11(CPS),#12(CPS),#13(CPS),#14(CPS),#15(CPS),#16(CPS),#17(CPS),#18(CPS),#19(CPS),#20(CPS),#21(CPS),#22(CPS),#23(CPS),#24(CPS),#25(CPS),#26(CPS),#27(CPS),#28(CPS),#29(CPS),#30(CPS),#31(CPS),#32(CPS),#33(CPS),#34(CPS),#35(CPS),#36(CPS),#37(CPS),#38(CPS),#39(CPS),#40(CPS),#41(CPS),#42(CPS),#43(CPS),#44(CPS),#45(CPS),#46(CPS),#47(CPS),#48(CPS),#49(CPS),#50(CPS),#51(CPS),#52(CPS),#53(CPS),#54(CPS),#55(CPS),#56(CPS),#57(CPS),#58(CPS),#59(CPS),#60(CPS),
2024-10-24 22:45,Every Second,11.349,1746,39,33,18,39,31,32,25,24,30,27,18,15,28,24,28,28,26,27,21,29,32,28,21,29,27,30,31,25,24,28,37,36,35,32,22,24,27,35,33,26,33,27,35,30,38,33,33,31,29,24,39,36,29,35,22,33,27,29,32,27,
2024-10-24 22:46,Every Second,11.849,1823,26,25,35,30,38,32,28,24,33,31,35,23,28,22,40,25,29,28,33,36,27,40,21,26,30,28,31,33,29,33,32,32,34,29,29,31,38,31,24,50,33,24,27,41,26,38,23,38,23,31,20,37,31,35,19,31,30,38,33,16,
2024-10-24 22:47,Every Second,11.492,1768,33,23,27,36,25,38,46,28,32,19,32,30,32,30,28,36,22,22,25,28,28,31,32,31,25,35,28,20,40,24,31,32,27,36,27,30,26,29,25,34,25,25,32,22,32,27,34,27,29,32,25,28,34,32,23,28,30,26,31,43,
2024-10-24 22:48,Every Second,11.310,1740,23,24,30,38,32,28,30,35,26,28,43,30,28,41,20,33,28,33,28,36,31,23,17,21,15,30,24,23,34,25,30,37,30,27,35,26,30,25,20,22,32,43,32,33,19,24,34,29,29,29,36,36,26,30,27,23,30,32,34,23,
2024-10-24 22:49,Every Second,11.336,1744,35,27,28,21,21,34,37,33,30,33,27,35,23,25,28,23,26,33,25,39,28,32,23,23,33,26,29,23,30,28,32,23,30,22,22,30,22,35,37,28,30,25,38,35,32,31,30,17,27,33,31,35,41,35,23,33,25,28,27,29,
2024-10-24 22:50,Every Second,11.674,1796,31,33,26,34,36,28,21,29,21,29,25,29,30,24,32,29,30,31,29,33,31,33,28,35,31,33,26,34,29,28,37,38,27,25,26,24,43,31,28,24,37,32,30,35,32,29,17,30,34,32,27,24,30,27,31,29,34,36,37,22,
2024-10-24 22:51,Every Second,11.616,1787,27,30,25,26,38,35,27,24,29,28,26,34,33,29,30,34,34,31,35,27,31,27,25,29,31,25,22,27,41,37,31,31,21,24,33,28,34,30,34,28,26,21,28,26,33,32,35,35,24,33,33,27,27,28,35,27,37,29,30,30,
2024-10-24 22:52,Every Second,11.681,1797,28,32,37,28,18,36,30,30,18,26,34,36,29,33,35,36,30,30,36,29,17,34,20,27,21,23,43,34,30,31,23,40,26,31,42,28,23,28,33,28,26,37,34,29,30,25,24,38,34,30,24,30,24,32,32,44,23,27,29,32,
2024-10-24 22:53,Every Second,11.967,1841,26,39,31,26,32,29,30,32,35,26,31,29,29,33,20,34,32,34,24,38,32,28,27,41,29,24,38,27,37,34,26,29,32,23,38,33,28,28,30,27,26,39,30,25,24,37,40,33,36,27,28,31,31,21,28,37,34,24,39,30,
2024-10-24 22:54,Every Second,12.376,1904,35,33,27,23,44,30,36,27,23,31,35,32,35,24,35,37,34,28,32,39,36,29,39,43,32,20,28,30,41,37,33,30,34,36,35,31,29,34,27,25,25,33,31,32,22,34,35,32,32,26,24,30,33,27,25,41,32,33,37,31,
2024-10-24 22:55,Every Second,11.765,1810,29,33,32,25,33,31,27,23,37,24,28,32,33,37,42,27,28,36,32,38,43,27,22,25,23,32,27,26,24,28,29,26,25,30,28,28,39,28,38,40,14,30,27,31,25,30,42,30,31,21,35,28,34,23,27,37,34,30,34,32,
2024-10-24 22:56,Every Second,12.031,1851,25,19,30,34,33,35,29,31,35,23,27,47,24,28,31,33,33,33,31,35,18,27,37,30,33,35,31,40,20,37,20,36,33,38,31,32,21,33,24,26,33,27,34,22,34,33,34,31,31,41,34,26,39,34,43,29,30,24,18,36,
2024-10-24 22:57,Every Second,11.622,1788,35,28,31,24,35,34,28,26,28,33,34,36,25,28,27,29,26,23,30,25,23,42,31,27,37,24,32,26,32,29,30,25,30,28,35,22,30,26,30,36,34,34,26,31,32,32,35,27,39,25,39,25,30,31,28,24,38,27,25,26,
2024-10-24 22:58,Every Second,11.362,1748,20,19,21,31,27,40,23,23,33,27,31,30,37,41,23,31,32,25,22,26,17,30,32,37,36,24,30,34,27,38,35,31,25,35,34,37,45,25,25,22,30,26,26,25,33,36,30,25,15,35,29,36,20,27,25,34,31,18,31,35,
2024-10-24 22:59,Every Second,11.811,1817,32,30,27,26,30,30,35,24,35,27,29,34,32,23,27,26,31,43,37,43,34,26,30,30,27,39,35,38,31,32,27,40,35,29,15,33,22,26,37,22,33,32,31,38,28,20,28,29,35,37,24,37,33,23,21,27,28,24,30,30,
2024-10-24 23:00,Every Second,11.745,1807,16,34,31,22,33,24,19,39,33,31,44,33,27,26,34,32,27,32,34,28,30,22,30,40,30,28,37,28,34,26,26,25,28,29,30,31,26,40,42,27,30,25,34,33,27,19,24,40,29,35,28,31,33,31,30,30,29,33,26,32,
2024-10-24 23:01,Every Second,2.671,411,31,26,26,37,35,23,38,21,31,27,21,32,24,11,4,2,0,4,2,0,2,1,0,3,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,
2024-10-24 23:02,Every Second,0.097,15,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,
2024-10-24 23:03,Every Second,0.026,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
